cz90,civ_noninst_pop,civ_noninst_pop_employed,civ_noninst_pop_local,civ_noninst_pop_immigrant,civ_noninst_pop_employed_local,civ_noninst_pop_employed_immigrant,civ_noninst_pop_employed_central_america,civ_noninst_pop_employed_south_america,civ_noninst_pop_employed_mexico,civ_noninst_labforce,civ_noninst_labforce_local,civ_noninst_labforce_immigrant,civ_noninst_labforce_central_america,civ_noninst_labforce_south_america,civ_noninst_labforce_mexico,count,count_local,count_immigrant,count_central_america,count_south_america,count_mexico,county_prop_incz,county_prop_inpuma,EPOP,state_fips,state_abbv,states_count,states_abbv,cbsa10,cbsa_name
30904,31375.998561680317,22137.95819681883,24955.913013845682,6420.085547834635,17592.42650002241,4545.531696796417,159.5237858891487,32.26323759555817,4003.628798663616,23238.49307924509,18503.56422841549,4734.928850829601,163.10859006643295,38.83537858724594,4150.30703625083,2376.7251695394516,2008.3865403234959,368.33862921595573,12.24808093905449,2.987336814403534,314.8653002381325,0.2987336814403534,0.08924181242690654,70.55698371893745,48,TX,1,TX,14420,"Borger, TX"
30905,4777.8100464865565,3371.0786566212773,3800.185408677906,977.6246378086507,2678.9034907892346,692.1751658320427,24.29163634032011,4.912915214896202,609.6563862040639,3538.66365339607,2817.647855654359,721.0157977417111,24.83751580864191,5.913694240152836,631.9919544495642,361.91808749735355,305.8289721272886,56.089115370064974,1.8650881834328175,0.4548995569348335,47.946413300931454,0.04548995569348335,0.0020693360689950785,70.55698371893745,48,TX,1,TX,NA,NA
30906,4890.667169205844,3450.7072383239865,3889.9499633274972,1000.7172058783472,2742.182134576142,708.5251037478447,24.86543148010969,5.028963670134544,624.0571398809552,3622.250776849687,2884.2037937790155,738.0469830706716,25.424205221235752,6.053382195532322,646.9202987886965,370.4669903665781,313.0529884658754,57.414001900702715,1.90914361551404,0.46564478427171707,49.07896026223898,0.04656447842717171,0.0021682506511945393,70.55698371893745,48,TX,1,TX,NA,NA
30907,673.5491697136313,460.07656062953174,574.0002804044634,99.54888930916786,392.0466278549284,68.02993277460337,2.395805077627301,0.39170957542955875,62.154289143159986,487.95170716010034,417.4895312078297,70.46217595227063,2.395805077627301,0.39170957542955875,64.4498894456774,54.56605480983853,48.216715877875686,6.349338931962848,0.22773812524974346,0.05465715005993843,5.58413883112371,0.009109525009989738,8.298344590762854e-5,68.3063065499939,48,TX,1,TX,NA,NA
30908,28211.52844017744,19370.00092345476,23790.11312803626,4421.41531214118,16326.144371807575,3043.8565516471863,107.11675280332565,18.38651692867279,2759.8726685643196,20509.583881795406,17353.104477524757,3156.479404270649,107.623111307621,19.314840853214264,2861.6372446119785,2262.168000817299,1985.9765156209469,276.191485196352,9.770343333482742,2.351633846759796,241.62294620275497,0.2782182037557597,0.10521444361116128,68.65987769690982,48,TX,1,TX,38380,"Plainview, TX"
31001,28403.320434749126,21600.022466123104,19543.091080904007,8860.22935384512,14875.399276196957,6724.6231899261475,960.6604557037354,118.70229768753052,4621.79818379879,22768.411942780018,15725.63898986578,7042.772952914238,1021.0467990040779,118.70229768753052,4787.774361670017,1423.392377793789,1126.9816983938217,296.4106793999672,31.05583369731903,5.175972282886505,219.46122479438782,0.34506481885910034,0.11906972921426373,76.04752590720786,20,KS,1,KS,23780,"Garden City, KS"
31002,9401.279450915754,7149.440426044166,6468.6120416224,2932.6674092933536,4923.642144612968,2225.798281431198,317.97118306159973,39.289542734622955,1529.7794633358717,7536.168308891356,5205.064915828407,2331.103393062949,337.95859578996897,39.289542734622955,1584.7162948921323,471.1318714544177,373.02222840487957,98.10964304953814,10.27924083173275,1.7132068052887917,72.63996854424477,0.11421378701925278,0.013044789145279234,76.04752590720786,20,KS,1,KS,NA,NA
31003,4887.741483181715,3839.085144072771,4648.395879030228,239.34560415148735,3672.055394768715,167.02974930405617,11.543016999959946,7.338606834411621,93.18501803278923,3961.930364727974,3780.6820646822453,181.24830004572868,11.543016999959946,7.338606834411621,106.33335527777672,363.94903269410133,352.3295718729496,11.619460821151733,0.15288764238357544,0.3057752847671509,7.262163013219833,0.07644382119178772,0.005843657798402013,78.54517587075182,20,KS,1,KS,NA,NA
31004,19598.75173515454,14796.429315816611,14023.446337893605,5575.305397260934,10561.222989786416,4235.206326030195,602.9996267557144,73.15751456096768,2921.962603557855,15558.995987240225,11133.669546291232,4425.326440948993,637.8484665453434,73.15751456096768,3023.9696641638875,995.9619027003646,809.6660214997828,186.2958812005818,19.245161656290293,3.2320251129567623,138.65474402531981,0.17362018427782672,0.04205587843164883,75.49679446817045,20,KS,2,KS; OK,30580,"Liberal, KS"
31005,10799.306837394834,7619.665167018771,8589.577205456793,2209.7296319380403,6055.138338133693,1564.5268288850784,54.90650148689747,11.104685693979263,1378.00923769176,7998.458334580064,6368.742887824774,1629.71544675529,56.140355452895164,13.366751298308372,1428.4944291338325,818.0451794564724,691.2666844502091,126.77849500626326,4.215667717158794,1.0282116383314133,108.37350668013096,0.10282116383314133,0.01057219173200169,70.55698371893745,48,TX,1,TX,NA,NA
31006,16791.1401862856,12232.564870452508,13945.133308237419,2846.0068780481815,10075.0791184064,2157.4857520461082,273.1590052805841,28.89618893712759,1576.4569334462285,12733.91918562539,10517.808705801144,2216.110479824245,277.447549412027,29.254800457507372,1621.2307870090008,941.9448580835015,839.2605942059308,102.68426387757063,8.198892740532756,1.5185751114040613,81.28824238851666,0.16234475481979643,0.04119334741494952,72.85130571683052,40,OK,3,KS; OK; TX,25100,"Guymon, OK"
31007,19563.233666718006,13803.227593123913,15560.249236255884,4002.984430462122,10969.045326411724,2834.1822667121887,99.46459847688675,20.116435647010803,2496.3006531596184,14489.421564638615,11537.148370146751,2952.2731944918633,101.69975799322128,24.214228093624115,2587.7559300363064,1481.9107593297958,1252.2481190264225,229.66264030337334,7.63679501414299,1.862632930278778,196.3215108513832,0.1862632930278778,0.034694014329589073,70.55698371893745,48,TX,1,TX,20300,"Dumas, TX"
31101,106513.26116192341,75062.57254093885,96083.41675162315,10429.844410300255,67472.49808335304,7590.074457585812,155.17904645204544,89.07187730073929,5410.42645406723,79566.49234467745,71666.09637963772,7900.39596503973,200.68976336717606,89.07187730073929,5619.172943115234,5803.593858122826,5292.7490693330765,510.84478878974915,18.33795267343521,6.438839614391327,350.2269027233124,0.7984138761971717,1.1925802071591285,70.47251367773572,48,TX,1,TX,47020,"Victoria, TX"
31102,30046.008823290467,20333.067433446646,25598.14332356304,4447.865499727428,17228.06885755062,3104.9985758960247,229.83670894801617,26.6721214056015,2528.6951618120074,21429.181310519576,18218.612533397973,3210.5687771216035,233.03795014321804,26.6721214056015,2623.219600111246,1408.4931799173355,1240.5953408777714,167.89783903956413,13.212135948240757,2.5145256221294403,125.99179347604513,0.14277668120133202,0.040612384274316515,67.67310611213448,48,TX,1,TX,NA,NA
31103,12265.106586068869,8466.784786954522,11198.463409245014,1066.6431768238544,7729.938163459301,736.8466234952211,12.469491586089134,1.0032924264669418,634.0808135271072,8926.292718276381,8155.047497302294,771.2452209740877,13.616111502051353,1.0032924264669418,660.4530715942383,825.8529944717884,762.2155891358852,63.63740533590317,2.7232223004102707,0.1433274894952774,51.024586260318756,0.1433274894952774,0.020542769245018855,69.0314815247622,48,TX,1,TX,NA,NA
31201,1471310.5563834459,1107793.2357714772,1191792.1612536758,279518.39512977004,898289.3935978413,209503.84217363596,17191.951124727726,7198.9629002809525,93318.44643774629,1156868.9218117744,939763.2233287692,217105.69848300517,17694.5624011755,7548.9629002809525,96611.37110629678,64811.02917636931,54446.282238945365,10364.746937423944,644.1009299308062,440.96301551163197,3823.180874109268,0.9712450545597824,14.740836840646386,75.29295776239707,48,TX,1,TX,12420,"Austin-Round Rock, TX"
31202,33948.25438886881,22450.031581521034,30951.405186355114,2996.8492025136948,20261.214956343174,2188.8166251778603,99.3799301981926,100.08226186037064,1355.5001080036163,23879.978845715523,21624.08954679966,2255.889298915863,102.8915885090828,100.08226186037064,1388.1585302948952,2015.6918704509735,1867.8510555624962,147.84081488847733,5.969819128513336,5.969819128513336,68.82850289344788,0.3511658310890198,0.12331744092444197,66.13015009361456,48,TX,1,TX,NA,NA
31301,1563501.1631366685,1085871.9419562742,1334640.6574403048,228860.50569636375,925568.3221556991,160303.61980057508,10348.494765676558,5474.349316984415,100486.43533210456,1145352.7701574415,978732.2838969827,166620.48626045883,10885.97927299887,5730.349316984415,104457.90063991398,69642.605107598,60099.1518926844,9543.453214913607,520.3659061342478,331.06990595906973,5795.9900015592575,0.9632051145434904,18.940079886975155,69.45130375073192,48,TX,1,TX,41700,"San Antonio-New Braunfels, TX"
31302,27519.228593423963,18252.232630304992,25631.644828021526,1887.5837654024363,17016.482305049896,1235.750325255096,51.911962546408176,3.5060316398739815,966.4788721203804,19475.781338758767,18191.49377129972,1284.2875674590468,52.770118452608585,3.5060316398739815,1007.0052810013294,1613.4456198066473,1509.4627238363028,103.98289597034454,3.5409267619252205,0.357737235724926,75.50763219594955,0.20499765445474538,0.07424083562740563,66.3253788831369,48,TX,1,TX,13300,"Beeville, TX"
31303,47763.147763967514,33936.890639305115,42482.76183629036,5280.3859276771545,30270.689878463745,3666.2007608413696,241.56161499023438,15.097600936889648,2935.225248813629,35342.85472655296,31511.20942211151,3831.645304441452,241.56161499023438,15.097600936889648,3048.4572558403015,2203.620670080185,2003.577457666397,200.04321241378784,11.952267408370972,1.887200117111206,145.9434757232666,0.6290667057037354,0.39572492022495,71.05245828229747,48,TX,1,TX,28500,"Kerrville, TX"
31304,2217.4185733497143,1536.540451347828,2016.5727922320366,200.8457811176777,1390.4317780211568,146.10867332667112,7.334694415330887,1.1314156278967857,121.76373016089201,1615.739545300603,1467.0949403941631,148.64460490643978,7.334694415330887,1.4825446158647537,123.71444676071405,152.8581527620554,140.13948053121567,12.71867223083973,0.15605732798576355,0.15605732798576355,10.455840975046158,0.03901433199644089,0.0015221181011285112,69.29410936730241,48,TX,1,TX,NA,NA
31401,224091.47966726124,163084.08557893336,183442.26836839318,40649.21129886806,133783.42573793977,29300.659840993583,1109.6320377886295,467.262254871428,20780.34264817089,171173.6982590556,140471.06339415908,30702.634864896536,1145.6320377886295,467.975890442729,22006.513655103743,8434.355212315917,7128.060720518231,1306.2944917976856,37.88379292190075,22.665309488773346,986.1625345498323,0.9225629385562537,2.0365873929765583,72.77567439024733,48,TX,1,TX,36220,"Odessa, TX"
31402,19797.31523066759,13291.797496974468,16011.769462227821,3785.5457684397697,10786.20472729206,2505.5927696824074,54.025856256484985,11.494863033294678,2162.4711081385612,13925.164450109005,11348.878272771835,2576.2861773371696,54.025856256484985,11.494863033294678,2222.2443959116936,1023.0428099632263,844.0103182196617,179.0324917435646,2.5863441824913025,0.5747431516647339,158.34173828363419,0.28737157583236694,0.08258242259637782,67.13939411534162,48,TX,1,TX,37780,"Pecos, TX"
31403,11760.437378168106,7940.176110655069,9718.5247900486,2041.9125881195068,6576.456450976431,1363.719659678638,33.283369332551956,6.683752052485943,1172.9489527270198,8324.077780231833,6923.35235735774,1400.725422874093,33.283369332551956,7.00923778116703,1204.0590232387185,643.2066459208727,543.6522542536259,99.55439166724682,1.4125273823738098,0.4264085590839386,87.31388050317764,0.12061962385843605,0.021153430094369485,67.51599328605829,48,TX,1,TX,NA,NA
31404,12136.361608460546,8148.27965156734,9815.705913692713,2320.6556947678328,6612.274413377047,1536.0052381902933,33.1195073723793,7.0467036962509155,1325.6611328572035,8536.553025230765,6957.210559308529,1579.3424659222364,33.1195073723793,7.0467036962509155,1362.3039920777082,627.1566289663315,517.4042188972235,109.75241006910801,1.585508331656456,0.3523351848125458,97.06834341585636,0.1761675924062729,0.031035020614222697,67.13939411534162,48,TX,1,TX,NA,NA
31501,12959.158284127712,8049.155351698399,10135.608125448227,2823.5501586794853,6200.831750720739,1848.3236009776592,21.931242614984512,4.671743988990784,1730.7513772547245,8664.527851581573,6724.196848154068,1940.3310034275055,25.305279940366745,4.671743988990784,1819.3847423791885,451.34237760305405,351.4189645051956,99.92341309785843,1.6870186626911163,0.5190826654434204,93.04556778073311,0.1297706663608551,0.01684042584774037,62.11171416554846,48,TX,1,TX,NA,NA
31502,15068.675158001482,9664.585601828992,13394.911264926195,1673.7638930752873,8556.480497661978,1108.1051041670144,44.71670174226165,18.083016380667686,967.9449216686189,10405.183128297329,9239.332921117544,1165.8502071797848,45.78870936110616,18.083016380667686,1020.2006215900183,562.3849020972848,502.92786709964275,59.45703499764204,1.606887560337782,1.3696684688329697,50.84648619219661,0.10739711636365346,0.019618625619963984,64.13692975986072,48,TX,1,TX,NA,NA
31503,177061.55739679933,111593.76643177867,118857.47668814659,58204.080708652735,74479.38040798903,37114.386023789644,347.0026847422123,235,35455.23324197531,117992.57309037447,79458.34435033798,38534.22874003649,347.0026847422123,280,36732.07595822215,8640.68596944213,5852.226013153791,2788.4599562883377,26.852050721645355,11.185205072164536,2688.2742142677307,0.9416212087872233,2.034300918755471,63.02540657184794,48,TX,1,TX,29700,"Laredo, TX"
31600,805466.2930173278,497881.969541505,543520.2209326774,261946.0720846504,334539.6217793524,163342.34776215255,2547.1934010237455,1361.360506489873,151202.95018710196,535661.6350475699,361266.5209156126,174395.1141319573,2645.1934010237455,1473.360506489873,161790.9738034308,30977.713073700666,21497.390523925424,9480.322549775243,198.21648655831814,89.4468297958374,8736.099358588457,0.9662256262783034,10.388127696661057,61.81288700193866,48,TX,1,TX,32580,"McAllen-Edinburg-Mission, TX"
31700,337335.7574480176,225676.53070420027,303461.913672328,33873.8437756896,202050.43609267473,23626.094611525536,1509.3851480484009,593.8843502998352,15280.341549813747,241338.00974059105,216804.927731812,24533.08200877905,1509.3851480484009,645.8843502998352,15941.07544195652,15715.852515757084,14227.505968987942,1488.3465467691422,70.25537818670273,43.00016963481903,949.0762051939964,0.9020732488641684,4.189872949337694,66.89967657489625,48,TX,1,TX,18580,"Corpus Christi, TX"
31800,193321.76888799667,125482.18661928177,163764.24127298594,29557.52761501074,105455.17537778616,20027.01124149561,1028.147007972002,791.4159073829651,10420.580642074347,130918.8053483367,110257.99553519487,20660.809813141823,1068.4504635930061,791.4159073829651,10730.74981212616,9030.231220930815,7794.6679773032665,1235.5632436275482,55.53944018483162,50.21349421143532,522.3044404387474,0.8590633289552123,1.1636186890207805,64.90846185665795,48,TX,1,TX,17780,"College Station-Bryan, TX"
31900,275102.45976138115,193882.1117041111,228853.74534413218,46248.714417248964,160813.5647150874,33068.546989023685,1848.115446448326,945.5079379081726,16742.440190583467,203934.16657590866,169477.78408649564,34456.38248941302,1909.115446448326,1016.5079379081726,17227.723021149635,11229.469019114971,9697.181856274605,1532.2871628403664,97.24386766552925,46.40404051542282,854.0663822591305,0.8918297461480673,3.2092435455264132,70.47632793697333,48,TX,1,TX,26420,"Houston-The Woodlands-Sugar Land, TX"
32000,4268657.351341665,3001872.186300665,2962782.7735352516,1305874.5778064132,2067234.1679695845,934638.0183310807,161315.70737434924,47272.5328053236,363063.81204511225,3182261.935583502,2207062.6937196255,975199.2418638766,167435.8998645842,50531.5328053236,376580.52879089117,160173.07723881304,114625.92343623936,45547.15380257368,6744.823070123792,2294.7449899464846,17381.568274974823,0.984100099487832,50.24944919107315,70.32356872957158,48,TX,1,TX,26420,"Houston-The Woodlands-Sugar Land, TX"
32100,304871.14470016956,197072.30492454767,272424.46012061834,32446.68457955122,176545.9352735877,20526.36965095997,1377.4991010427475,436.7231056690216,12172.134305417538,208375.84051644802,186637.12400978804,21738.716506659985,1405.4991010427475,447.7231056690216,12820.382941484451,14759.535117328167,13173.63195437193,1585.9031629562378,115.58137035369873,30.655672669410706,900.0064710974693,0.8783562496529278,3.4425380022701297,64.64117983955536,48,TX,1,TX,13140,"Beaumont-Port Arthur, TX"
32201,124155.55607628822,78488.88173943758,111328.18140803277,12827.374668255448,69479.37652952969,9009.50520990789,476.0878807231784,137.8103421330452,6132.421042658389,83876.85626210272,74460.32006882131,9416.536193281412,487.3684542030096,137.8103421330452,6477.955006361008,6134.171749837697,5613.196700878441,520.9750489592552,32.06584148854017,9.635354243218899,363.47426004707813,0.5534977323257498,0.6932163249806651,63.218179048877644,48,TX,1,TX,31260,"Lufkin, TX"
32202,65165.680435180664,39942.20687890053,59117.990195542574,6047.69023963809,35673.196233034134,4269.010645866394,273.02313563227654,37.10359105467796,3330.53113129735,43770.07556670904,39294.37717497349,4475.698391735554,279.8467845618725,37.10359105467796,3511.857002079487,3342.66664609313,3093.090349763632,249.5762963294983,12.63102012872696,3.79747211933136,183.35867083072662,0.4096698628802038,0.33060764748763294,61.293316684739366,48,TX,1,TX,34860,"Nacogdoches, TX"
32301,75908.32966601849,53816.17741513252,69286.59623789787,6621.733428120613,49062.36958912015,4753.807826012373,162.40984547138214,58.68556126952171,3448.021955937147,56142.16670399904,51299.3395165205,4842.827187478542,179.40984547138214,59.519011318683624,3493.6522339880466,3695.8285880684853,3397.6391751766205,298.1894128918648,8.37042224407196,2.3704222440719604,213.81829035282135,0.9278385426445921,1.0085757899314567,70.89627403463227,48,TX,1,TX,41660,"San Angelo, TX"
32302,12466.742430146784,8460.096454441547,11504.070085082203,962.6723450645804,7771.746981266886,688.3494731746614,24.115731194615364,6.972974490374327,573.2961557991803,8881.355171885341,8182.131115812808,699.2240560725331,24.115731194615364,8.055593106895685,581.0261679030955,907.7247939296067,845.5656076855958,62.159186244010925,0.6955968588590622,0.8564216308295727,50.46478407084942,0.08967423288043264,0.01734375968336939,67.86132385300222,48,TX,1,TX,NA,NA
32303,3785.4187460541725,2623.072205901146,3442.549161553383,342.86958450078964,2373.645905598998,249.42630030214787,12.521266877651215,1.9314720183610916,207.86635066568851,2758.2752471864223,2504.51978546381,253.75546172261238,12.521266877651215,2.5308943688869476,211.1964748352766,260.94852992892265,239.2361203432083,21.71240958571434,0.2664099335670471,0.2664099335670471,17.849465548992157,0.06660248339176178,0.004435890793949904,69.29410936730241,48,TX,1,TX,NA,NA
32304,21245.80399388075,13360.001653939486,16907.202589929104,4338.601403951645,10504.854515440762,2855.1471384987235,39.64067478477955,8.000701166689396,2658.0445594117045,14342.019188091159,11349.620296865702,2992.398891225457,44.57819943130016,8.361982449889183,2789.756652019918,817.766659155488,658.4535567760468,159.31310237944126,2.6293317824602127,0.9201886355876923,146.91989113390446,0.17265729782744416,0.03767524027273811,62.88301284238269,48,TX,1,TX,46620,"Uvalde, TX"
32305,31993.93925289996,19902.946072576568,25039.49962473288,6954.439628167078,15349.645147878677,4553.300924697891,54.78285447508097,11.669297322630882,4257.9489991199225,21412.654201244935,16634.376007162035,4778.278194082901,62.952436842024326,11.669297322630882,4474.416996641085,1124.6622912734747,877.1478474196047,247.51444385387003,4.165243959054351,1.2747372202575207,230.21744220890105,0.3085958317929709,0.09881079097930665,62.208488661715975,48,TX,1,TX,19620,"Del Rio, TX"
32306,32443.04195535183,20150.92948591709,25374.330064296722,7068.711891055107,15523.681417882442,4627.248068034649,54.904509127140045,11.695635080337524,4332.907918512821,21691.50452899933,16833.917425632477,4857.587103366852,63.35135668516159,11.695635080337524,4554.800106287003,1129.9283002614975,879.7716610431671,250.15663921833038,4.223423779010773,1.2995150089263916,232.9380653500557,0.3248787522315979,0.10554620365155998,62.11171416554846,48,TX,1,TX,20580,"Eagle Pass, TX"
32401,29889.276976823807,20711.50827741623,27182.014011859894,2707.262964963913,18742.063871085644,1969.4444063305855,98.86663508415222,15.25070434808731,1641.291319668293,21779.05758178234,19775.430562257767,2003.6270195245743,98.86663508415222,19.983681559562683,1667.5856375098228,2060.4227460622787,1888.9837937355042,171.4389523267746,2.1035454273223877,2.1035454273223877,140.93754363059998,0.5258863568305969,0.2765564603005579,69.29410936730241,48,TX,1,TX,13700,"Big Spring, TX"
32402,10288.306266568601,6802.76890039444,9660.735160924494,627.5711056441069,6368.093128345907,434.67577204853296,2.7430519759655,6.36779922991991,361.59303011745214,7126.35106741637,6686.091225273907,440.25984214246273,2.7430519759655,6.36779922991991,364.7279466614127,797.5423620119691,755.6128532364964,41.92950877547264,0.3918645679950714,0.685762993991375,33.30848827958107,0.09796614199876785,0.009597364978122747,66.12136851426884,48,TX,1,TX,45020,"Sweetwater, TX"
32403,14546.23841367662,9618.171906471252,13658.939893618226,887.2985200583935,9003.600639924407,614.5712665468454,3.878295123577118,9.003185108304024,511.2424036115408,10075.672220513225,9453.205853179097,622.4663673341274,3.878295123577118,9.003185108304024,515.6747408956289,1127.614307180047,1068.3317960053682,59.2825111746788,0.5540421605110168,0.9695737808942795,47.09358364343643,0.1385105401277542,0.01918516972648221,66.12136851426884,48,TX,1,TX,43660,"Snyder, TX"
32501,117470.028629601,82938.67310714722,108120.31091755629,9349.717712044716,76127.71424227953,6810.958864867687,288.33938431739807,30.68071359395981,3568.13098269701,86153.38690716028,79199.41572421789,6953.97118294239,336.33938431739807,30.68071359395981,3611.8045647740364,7454.425990283489,6960.666830003262,493.75916028022766,22.334197759628296,3.334846079349518,253.40680956840515,0.778788772068765,1.1112552288623228,70.60411415124803,48,TX,1,TX,10180,"Abilene, TX"
32502,4901.018223203719,3438.661263138056,4009.1869268547744,891.8312963489443,2805.0362434946,633.6250196434557,22.88070497661829,4.53552788682282,553.3629300557077,3607.8644108325243,2949.1959659978747,658.6684448346496,23.334648199379444,5.367757128551602,572.7068401183933,369.95031686499715,319.0172800514847,50.933036813512444,1.710986502468586,0.48829552344977856,43.11162634938955,0.03292797578634851,0.001531020403086978,70.16218072517708,48,TX,1,TX,NA,NA
32503,7474.976370841265,4975.760314427316,6887.109076604247,587.8672942370176,4570.662186279893,405.09812814742327,6.993208535015583,4.56973160803318,349.5380643606186,5225.9555028527975,4812.137450657785,413.81805219501257,6.993208535015583,4.56973160803318,356.5320191681385,584.7637945339084,546.1678163409233,38.59597819298506,0.7406505271792412,0.5202665999531746,31.879316113889217,0.049574440996488,0.0036381090135423344,66.56556579679628,48,TX,1,TX,NA,NA
32601,86599.0266032815,60007.09180915356,79459.26043851674,7139.766164764762,54926.47490516305,5080.616903990507,161.27220445871353,229.92257164418697,2767.4197174608707,62985.824115514755,57814.25626498461,5171.567850530148,161.27220445871353,239.92257164418697,2777.5538956075907,5166.864426702261,4800.4025770276785,366.4618496745825,10.10580325126648,15.447739735245705,165.6425158381462,0.8863278180984575,1.017321903644705,69.29303268505758,48,TX,1,TX,48660,"Wichita Falls, TX"
32602,17892.361374448985,12230.518162846565,16392.86524880305,1499.4961256459355,11129.465767960995,1101.0523948855698,49.376300141215324,8.795941788703203,881.366368394345,12805.348925884813,11684.382363323122,1120.9665625616908,49.376300141215324,8.795941788703203,895.7535253427923,1333.0499926693738,1250.8010172434151,82.24897542595863,2.967344418168068,2.0756532661616802,62.25847281515598,0.17354240049519593,0.03369278477956607,68.35608730948303,48,TX,1,TX,NA,NA
32603,2297.196892052889,1572.9286932349205,2101.967343725264,195.2295483276248,1429.273418739438,143.65527449548244,6.635576277971268,1.1141825839877129,114.83508498966694,1646.8113783597946,1500.5315848886967,146.27979347109795,6.635576277971268,1.1141825839877129,116.7415751889348,170.79181031882763,160.1699363514781,10.62187396734953,0.3961538076400757,0.27235574275255203,8.022114604711533,0.02475961297750473,6.130384347958207e-4,68.4716533735719,48,TX,1,TX,NA,NA
32604,11720.267257988453,8025.060771346092,10724.208761230111,996.0584967583418,7292.133517295122,732.9272540509701,33.854619801044464,5.6845443695783615,585.8870396912098,8402.009224653244,7655.691710531712,746.3175141215324,33.854619801044464,5.6845443695783615,595.6139267235994,871.3774902522564,817.1848339289427,54.19265632331371,2.0211713314056396,1.3895552903413773,40.9287194609642,0.12632320821285248,0.01595755293318768,68.4716533735719,48,TX,1,TX,46900,"Vernon, TX"
32701,31253.35927245021,20665.680563151836,29181.78635802865,2071.5729144215584,19210.670729130507,1455.0098340213299,24.443141132593155,33.44629630446434,1127.387602686882,21713.248165547848,20232.59894770384,1480.6492178440094,25.06945690512657,33.44629630446434,1140.8905162513256,2312.881440281868,2183.8179304897785,129.06350979208946,2.02450892329216,2.7443380057811737,93.85641849040985,0.20614978163994113,0.06149537091334967,66.12306978907257,48,TX,1,TX,15220,"Brownwood, TX"
32702,37189.02707091719,24793.563109576702,34374.531772218645,2814.4952986985445,22675.752278842032,2117.81083073467,81.96744757890701,26.212991051375866,1653.8418745473027,26074.178099788725,23904.201650343835,2169.97644944489,86.9719021320343,26.212991051375866,1691.3599944487214,2097.791345231235,1970.3861057683825,127.40523946285248,4.722719252109528,2.826256461441517,83.14769992232323,0.2125024868837393,0.09831268956758749,66.66902864196177,48,TX,1,TX,44500,"Stephenville, TX"
32801,198659.61959213018,134191.61421132088,174664.01423823833,23995.60535389185,116587.67262655497,17603.94158476591,813.0492440462112,144.58539086580276,13654.281097233295,140829.01165038347,122935.06958705187,17893.942063331604,814.3663222193718,144.58539086580276,13909.7692989707,12381.37924349308,11197.378012895584,1184.001230597496,42.78052115440369,14.439026057720184,848.9766085743904,0.8695643605202248,2.1927438793573266,67.54851060665014,48,TX,1,TX,47380,"Waco, TX"
32802,62284.07743996382,40697.32567131519,54546.13092498481,7737.946514979005,35047.74171902239,5649.5839522928,184.63618620485067,13.814219534397125,4882.43993473798,43483.526853099465,37647.970181271434,5835.5566718280315,188.90642134845257,13.814219534397125,5035.187845051289,5045.594223476946,4587.498635806143,458.09558767080307,14.706727229058743,0.8984495922923088,368.6460375934839,0.4910349518005166,0.32734618773377516,65.34146019991019,48,TX,1,TX,18620,"Corsicana, TX"
32900,256888.29176354408,170103.48400735855,230465.98054003716,26422.311223506927,151202.1159670353,18901.368040323257,1296.254637479782,758.3306419849396,9032.688694953918,183466.22917985916,163945.10270929337,19521.126470565796,1390.6346600055695,771.3306419849396,9173.72290444374,12220.132929801941,11110.633981466293,1109.4989483356476,73.1460382938385,36.1460382938385,421.44844150543213,0.8916362807923122,2.2894464237797933,66.2169080729971,48,TX,1,TX,28660,"Killeen-Temple, TX"
33000,1627567.56051898,1178669.3988347054,1325101.46335119,302466.09716778994,961004.3558167219,217665.04301798344,13701.086355924606,6461.738337576389,109861.54937517643,1235818.119338274,1008793.4318711758,227024.68746709824,14294.563904762268,6763.738337576389,114132.14000672102,75080.77329838276,63149.58366018534,11931.189638197422,626.7650623321533,391.25584477186203,5804.31075501442,0.971472655981146,18.762418825814027,72.41907662861409,48,TX,1,TX,19100,"Dallas-Fort Worth-Arlington, TX"
33100,3185122.4645774364,2353783.626203537,2316512.1122021675,868610.3523752689,1710530.883401513,643252.7428020239,63931.29347097874,19915.239510416985,292402.57020664215,2461314.726251602,1795967.8656947613,665346.8605568409,65880.5878778696,20519.377378821373,299994.31806612015,150948.35458159447,114961.3174687624,35987.03711283207,2906.5654052495956,1180.0998998880386,15000.653616309166,0.9828309109013583,37.26644129959256,73.8993132094784,48,TX,1,TX,19100,"Dallas-Fort Worth-Arlington, TX"
33200,130916.58004024625,89951.15008798987,116541.38292656839,14375.19711367786,79726.59151926637,10224.5585687235,799.5015433654189,374.72308099269867,6871.186450369656,94745.00472605973,84191.90613035113,10553.098595708609,837.2071364745498,388.1569676473737,7044.486735202372,7689.819056287408,6942.0735765993595,747.7454796880484,46.428137600421906,21.635241948068142,483.20003455132246,0.5644091625667995,0.7032687789899192,68.70875336060351,48,TX,1,TX,19100,"Dallas-Fort Worth-Arlington, TX"
33300,300068.2620382309,198539.18493068218,269911.08593964577,30157.17609858513,176754.2182328701,21784.96669781208,1029.7784869670868,337.8080008029938,15636.960309505463,209392.41078817844,186636.84933316708,22755.561455011368,1108.7784869670868,349.84065866470337,16453.91805446148,15350.27644276619,14104.24976682663,1246.02667593956,68.9932667016983,27.408202528953552,852.8341133594513,0.899721594442628,3.8013487062184623,66.16467319205749,48,TX,1,TX,46340,"Tyler, TX"
